verbatimRecordedByID	recordedByLastName	recordedBy	recordedByID
JESPK	Jespersen	Jespersen K.	https://viaf.org/viaf/316434741/
COLLJ2	Collier	Collier J.	""
DOUME	Doumen	Doumen E.	""
HARD03	Harder$Merello$Nkhoma	Harder D.K., Merello M.C. & Nkhoma C.	""
FONS1	Fonseca	Fonseca	""
SMJ01	Sim	Sim J.	""
KAMPB	Kamphövener	Kamphövener B.C.	http://www.wikidata.org/entity/Q12303273
LBJ	Le Blond	Le Blond J.B.	""
GSSOA	Gussmann	Gussmann O.A.	""
MSISH	Msiska	Msiska H.G.	""
JNNBR	Bero	Bero Joanne	""
KASTV	Kastelli	Kastelli Veikko	""
DRRSA	Dorrien-Smith	Dorrien-Smith A.A.	""
M12	Miller	Miller Vera M.	""
CHIFSLON	Chifu$Slonovschi	Chifu T. & Slonovschi V.	""
S762	Smith	Smith A.C.	http://viaf.org/viaf/165411007
SWANE	Swann	Swann E.L.	""
MALIK	Maliutin	Maliutin K.	""
S041	Sutton	Sutton W.D.	""
DANIP	Daniel	Daniel P.M.	""
POISE	Poisson	Poisson E.A.	""
VORSP	Vorster	Vorster P.J.	https://www.ipni.org/ipni/idAuthorSearch.do?id=28455-1
BEVEJ	Beveridge	Beveridge J.A.	""
OLDHR	Oldham	Oldham R.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/5258b087-1e9a-4766-b1c0-6b05ef69638e
A280	Assel	Assel R.P.E.	""
A279	Assels	Assels R.P.É.	""
LANCM	Lancucka	Lancucka M.	""
SANCJ	Sanchez	Sanchez José Felix	""
VLC	von Ledebour	von Ledebour C.F.	http://viaf.org/viaf/64768440
WHERE	Wherry	Wherry E.T.	""
G040	Gamundi	Gamundi I.	""
G039	Gerhardt	Gerhardt	""
RNKKE	Reinikka	Reinikka E.	""
SIAMW	Siame	Siame W.	""
HARRT	Harris	Harris T.M.	""
SAMLJ	Samlingwa	Samlingwa J.	""
HOLTM	Holtze	Holtze M.	""
HOWAJ	Howard	Howard J.E.	""
BROU11	Brousmiche	Brousmiche	""
LEEUABEEKW	Leeuwenberg$Van Beek	Leeuwenberg A.J.M. & Van Beek W.E.A.	""
BRADETAL	Bradley$et	Bradley Ted et al.	""
QUSTR	Questier	Questier	""
RMRMR	Ramarokoto	Ramarokoto M.	""
SIGED	Sigee	Sigee D.C.	""
M137	Marchand	Marchand	""
C101	Chmielewski	Chmielewski	https://www.ipni.org/ipni/idAuthorSearch.do?id=17203-1
C091	Crisan$Hodisan	Crisan A. & Hodisan V.	""
BENSF	Benson	Benson F.	""
AMICHBERNARDOS	Amich$Bernardos	Amich & Bernardos	""
T700	Tonglet	Tonglet A.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/89525505-77f1-41cf-9ca5-fc449484503a
ESMAR	Marshall	Marshall E. S.	""
GSMN	Gusman	Gusman G.	""
ASHCG	Ashcroft	Ashcroft G.B.	""
SNOWB	Snow	Snow B.L.	""
JURY04	Jury$Rowley$Rumsey$Rutherford	Jury S., Rowley G., Rumsey F. & Rutherford R.	""
VBRN	Vandenborn	Vandenborn H.	""
THEI1	Theiler	Theiler	http://isni.org/isni/0000000076956675
HARLNEWB	Harley$Newbould	Harley R.M. & Newbould J.	""
CHIZL	Chizea	Chizea L.G.	""
KAZMELMI	Kazmi$Elmi$Mahamoud$Suliman	Kazmi, Elmi, Mahamoud & Suliman	""
RODGHALL	Rodgers$Hall	Rodgers W.A. & Hall J.B.	""
WOLFH	Wolff	Wolff H.	""
N203	Nagels	Nagels C.	""
SCHMDTJNGKNDBBW	Jongkind$Schmidt$Abbiw	Jongkind C.C.H., Schmidt H.H. & Abbiw D.K.	""
TSUN	Sunderland	Sunderland T.C.H.	""
I751	Iwatsuki	Iwatsuki Z.	""
H736	Harthill	Harthill Marion P.	""
HOPFF	Höpflinger	Höpflinger Franz	""
N037	Negrean	Negrean G.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/bc1951b1-8d47-41d8-8069-52f86181365a
HOOLT	Hoole	Hoole T.T.	""
SMITA	Smith	Smith A.M.S.	""
S222	Streimann$Bellamy	Streimann H. & Bellamy A.	""
PRIS1	Prisse	Prisse	""
CHOOJ	Choo	Choo J.	""
BUEK1	Buek	Buek	""
FLORCALZ	Flores-Franco$Calzada$Solis	Flores-Franco G., Calzada J.I. & Solis A.	""
JOHNC	Johnston	Johnston C.	""
NICOL	Nicotra	Nicotra L.	""
TORRTENO	Torres$Tenorio$Romero	Torres R.C., Tenorio P. & Romero De T.C.	""
T003	Tavares$Tang	Tavares I. & Tang T.	""
M022	McCain	McCain A.H.	""
V018	Vanderweyen	Vanderweyen A.	https://viaf.org/viaf/118154380889230290047/
B021	Bohus$Véssey	Bohus G. & Véssey E.	""
SCHLVONB	Schlieben$Von Breda	Schlieben H.J.E. & Von Breda P.	""
MLLTH	Müller	Müller T.	""
NT02	Ntoutoume	Ntoutoume C.	""
OCHYRR	Ochyra	Ochyra R.	""
LOWETURN	Lowe$Turner	Lowe C.H. & Turner R.M.	""
OBEROBER	Oberneder$Oberneder	Oberneder R. & Oberneder L.	""
U005	Ullepitsch	Ullepitsch J.	""
BVBNA	Bivona-Bernardi	Bivona-Bernardi A.	""
ALOMM	Alombro	Alombro M.	""
MONTE	Monteils	Monteils Eug.	""
M123	Maxon	Maxon W.	http://viaf.org/viaf/86358602
HAZEC	Hazel	Hazel C.	""
MALCS	Malcomber	Malcomber S.T.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/1d5a0e23-9f82-4f07-b588-d11453e0ff95
REGNE	Regnier	Regnier E.	""
M753	Marthot	Marthot J.	""
VERVM	Vervoort	Vervoort M.	""
H888	Hamilton	Hamilton A.A.	""
YAZI01	Yazici	Yazici K.	http://www.wikidata.org/entity/Q62990420
FERNCHAM	Fernald$Chamberlain	Fernald M.L. & Chamberlain E.B.	""
VDLF	van der Laan	van der Laan F.M.	""
B006	Buyck	Buyck B.	https://orcid.org/0000-0001-6824-5280
H500	Hindley	Hindley J.B.	""
NEWBJEFF	Newbould$Jefford	Newbould J. & Jefford T.G.	""
CLLPR	Collin	Collin P.	""
G050	Gollan	Gollan W.	""
CARTMORG	Carter$Morgan	Carter R. & Morgan D.	""
GRGED	Gregorius	Gregorius E.	""
G024	Gupta	Gupta A.K.	""
G049	Gibson	Gibson I.A.S.	""
B159	Bujorean$Arvat	Bujorean G. & Arvat A.	""
B160	Brandenburger$Brandenburger$Steiner	Brandenburger W.& W. & Steiner M.	""
V067	Voss	Voss W.	""
M033	Mervielde	Mervielde H.	http://www.wikidata.org/entity/Q62990521
JUNGM	Jung (鍾)	Jung M.	""
SEREF	Seret	Seret F.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/04bcb173-2271-45a3-8343-ffe4348d91bc
HALLF	Hallé	Hallé F.	https://viaf.org/viaf/53656/
KAMIE	Kami	Kami E.	http://www.wikidata.org/entity/Q62990425
R203	von Regel	Regel E.	""
GUBE	Guillaumet$Berthaud	Guillaumet, J.-L. & Berthaud, J.	""
S952	Stizenberger	Stizenberger E.	http://viaf.org/viaf/15541675
KSKSL	Kisimba$Saad	Kisimba K. & Saad L.	""
DP13	De Puzolz	De Puzolz	""
HUTCW	Hutchinson	Hutchinson W.T.	""
T052	Thiry	Thiry D.	""
ROYAL	Royaux	Royaux L.	""
HENN1	Henneton	Henneton	""
DAND1	Dandoy	Dandoy	""
GIOR11	Giorgino	Giorgino J.	""
M754	Matuszewski	Matuszewski	""
MANJ01	Manjakahery$Phillipson	Manjakahery H. & Phillipson P.B.	""
NZE	Nzeza	Nzeza	""
BAUD1	Baudin	Baudin N.T.	""
FGGCW	Fagg	Fagg C.W.	""
CRIB1	Cribs	Cribs	""
TELERAIN	Teles$Rainha	Teles A. & Rainha B.	""
FANN01	Fanning$Humphrey	Fanning M. & Humphrey H.	""
TRAPC	Trapnell	Trapnell C.	https://viaf.org/viaf/249191493/
BRADSEAR	Bradley$Sears	Bradley Ted & Sears M.	""
PROCJ	Procter	Procter J.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/c499b8d8-da37-41e0-aabc-c6f7b68ff01a
PIR	Pirenne	Pirenne	""
A277	Autellet	Autellet R.	""
CABAP	Cabaillon	Cabaillon P.	""
NYNFR	Niyongabo	Niyongabo F.	http://www.ipni.org/ipni/idAuthorSearch.do?id=20019881-1
HOWEF	Howes	Howes F.N.	""
SCHEJ	Scheepers	Scheepers J.C.	https://viaf.org/viaf/13148268014505110956/
HERRH	Herring	Herring H.R.	""
MOSSC	Moss	Moss C.E.	""
VAJONM	Van Valkenburg$Jongkind$Niangadouma$Mabicka	Van Valkenburg J.L.C.H., Jongkind C.C.H., Niangadouma R. & Mabicka A.J.	""
B257	Bryan	Bryan	""
Z020	Zielman	Zielman R.	""
SIPM00	Sipman	Sipman H.J.M.	""
WHIT	Whitmee	Whitmee S. J.	""
Z019	Zöllner	Zöllner O.	""
MENN01	Mennema$Adema	Mennema J. & Adema F.	""
HRKHW	Harkness	Harkness H.W.	""
O007	Oberwinkler	Oberwinkler F.	""
N002	Nasagawa	Nasagawa E.	""
RAYNRAYN	Raynal$Raynal	Raynal J. & Raynal A.M.	""
GERA1	Geradon	Geradon	""
CARCJACK	Carcasson$Jackson	Carcasson B. & Jackson T.	""
SIMOE1	Simons	Simons E.L.A.N.	""
HDPAL	Huet Du Pavillon	Huet A.	""
MCKDBA	Mackinder	Mackinder B. A.	""
HOP01	Hopman	Hopman H.	""
ACHTB	Achtarov	Achtarov B.	""
CHARJ3	Charrier	Charrier J.	""
DANDJ	Dandy	Dandy J.E.	""
CAPUR	Capuron	Capuron R.	https://viaf.org/viaf/209946178/
S221	Streimann$Naoni	H. Streimann & E.K. Naoni	""
B235	Briosi	Briosi G.	""
IRGRSOUDO	Irwin$Grear$Souza$Reis Dos Santos	Irwin H.S., Grear J.W. Jr., Souza R. & Reis Dos Santos R.	""
G212	Gremmen	Gremmen N.J.M.	""
DNHNN	Dan$Hanon	Dan & Hanon	""
KEAY02	Keay$Lightbody	Keay R.W.J. & Lightbody J.S.	""
FERNHARR	Fernald$Harris	Fernald M.L. & Harris S.K.	""
C115	Cerny	Cerny E.	""
H118	Handlirsch	Handlirsch A.	""
LEBRA	Lebrun	Lebrun A.	""
SPLI1	Splitgerber	Splitgerber	""
PETTF	Petter	Petter F.	""
TOPGHE	Topa$Gherasim	Topa E. & Gherasim Elena	""
HARV01	Harvey$Vollesen	Harvey Y.B. & Vollesen K.B.	""
Z597	Zanardini	Zanardini G.A.M.	""
EIGGRIZ	Eig$Grizi	Eig A. & Grizi A.	""
PIDO1	Pidoll	Pidoll	""
WJRHN	Wijers	Wijers H.	""
HULSG	Hulstaert	Hulstaert G.	https://viaf.org/viaf/112169881/
BAAGDANI	Baagøe$Danielsen$Vollesen	Baagøe J., Danielsen M. & Vollesen K.	""
MUTSA	Mutsaers	Mutsaers A.S.	""
G842	Gisler	Gisler A.	""
LOVE02	Lovett$Kayombo	Lovett P. & Kayombo C.J.	""
WENTW	Wentworth	Wentworth W.C.	""
ENTHALJEN	Enti$Hall$Jenik	Enti A.A., Hall J.B. & Jeník J.	""
S023	Schiller	Schiller W.	""
B132	Beer	Beer F.	""
NILSH	Nilsson	Nilsson Henning	""
DKRUA	De Kruif	De Kruif A.P.M.	""
BRUNP	Brunel	Brunel P.	""
NRKAH	Norkett	Norkett A.H.	https://www.ipni.org/ipni/idAuthorSearch.do?id=24150-1
LINDF	Lindheimer	Lindheimer F.J.	""
HUNTE	Hunt	Hunt E.	""
CHEVF	Chevallier	Chevallier F.F.	""
RADFS	Radford	Radford S.	""
VINKW	Vink	Vink W.	""
COAZJ	Coaz	Coaz J.W..	""
D044	Diom	Diom	""
BEGU1	Bégué	Bégué	""
LINCO	Lincke	Lincke O.	""
JONEK	Jones	Jones K.W.	""
MUSYHANS	Musyoki$Hansen	Musyoki B.M. & Hansen O.J.	""
ONJGY	Onjalalaina	Onjalalaina G.E.	""
S654	Schoutteten	Schoutteten J.	""
CRRMF	Correia	Correia M.F.	""
G087	Grijp	Grijp A.	""
Z004	Zopa	Zopa	""
GLOVP	Glover	Glover P.E.	https://viaf.org/viaf/119559283/
OADEA	Olu Adekunle	Olu Adekunle A.	""
SALTG	Salt	Salt G.	""
B887	Beurghs	Beurghs L.	""
REYL	Reychler	Reychler L.	""
GENTP	Genty	Genty P.-A.	""
LEFEM	Lefebvre	Lefebvre M.	""
M202	Montserrat	Montserrat J.	""
MRLLS	Moreels	Moreels L.	""
E200	Ecklon	Ecklon C.F.	""
RASEHG	Rensonnet$Semereab$Handjila	Rensonnet A., Semereab E., Handjila G.	""
HTSCLL	Hatschbach$Callejas	Hatschbach G. & Callejas R.	""
FFKA	Festo$Francis$Kakoza	Festo L., Francis J. & Kakoza, J.	""
MACUL	Macuácua	Macuácua L.	""
LINDC	Lindeberg	Lindeberg C.J.	""
GHIS1	Ghislain	Ghislain	""
KRIPSMIT	Krippner$Smith	Krippner M. & Smith R.B.	""
MASI01	Masiye$Tawakali	Masiye M.J. & Tawakali E.J.	""
TEIXALME	Teixeira$Almeida	Teixeira J.B. & Almeida	""
HMBT	Humbert$Saboureau	Humbert H. & Saboureau P.	""
POUAD	Pouakouyou	Pouakouyou D.	""
RADB	Rakotonasolo$De Block	Rakotonasolo F. & De Block P.	""
SHORP	Short	Short P.S.	""
CURTA	Curtiss	Curtiss A.H.	https://www.ipni.org/ipni/idAuthorSearch.do?id=17599-1
H043	Henry	Henry J.	""
VBP1	Vanden Brande	Vanden Brande P.J.J.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/c2c0c74d-67f1-4e8a-98ab-674f4b23dbf4
KSKKL	Kisimba$Kila	Kisimba K. & Kila	""
THMCH	Thompson	Thompson C.H. (Miss)	""
ONYHD	Onyeachusim	Onyeachusim H.D.	""
LAMB11	Lambertyn	Lambertyn	""
VMC	Von Martius	Von Martius C.	https://viaf.org/viaf/76416582/
S137	Semal$Michiels	Semal & Michiels	""
RADN1	Radna	Radna	""
TEIXJ	Teixeira	Teixeira J.B.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/7d1478bc-07e0-4741-8671-4a459b5c9325
RAIMGUER	Raimundo$Guerra	Raimundo A.R.F. & Guerra J.A.	""
AMBRF	Ambroise	Ambroise F.	""
RCBB	Ribas$Cordeiro$Barbosa	Ribas, O.S., Cordeiro J. & Barbosa E.	""
WLTMS	Walters$Moussavou	Walters G.M. & Moussavou J.M.	""
S855	Schofield	Wilfred B. Schofield	""
FLORGONZ	Flores-Franco$Gonzalez$Dominguez	Flores-Franco G., Gonzalez F. & Dominguez A.M.	""
ZINCM	Zinck	Zinck M.N.	""
WAUTB	Wauters	Wauters B.	""
SCHM01	Schmidt$Harder$Zimba$Luwiika	Schmidt H.H., Harder D.K., Zimba N.B. & Luwiika B.	""
GRPAM	Gereau$Paluku$Akimo$Mwinyi	Gereau R.E., Paluku G., Akimo P. & Mwinyi	""
MYRBL	Meyers$Boltz	Meyers D.M. & Boltz F.	""
PTTR1	Petit	Petit R.	""
HACQ1	Hacquart	Hacquart	""
MICHM	Micha	Micha M.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/ebbadab8-2680-4583-ab26-999690f9e5a9
SAPIA	Sapin	Sapin A.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/a3e5d4ce-e475-4f53-981c-2f800de2e80c
WITHW	Withering	Withering William	""
DLLAL	Dalliere	Dalliere A.	""
LOVECONG	Lovett$Congdon$Frazer	Lovett J., Congdon T.C. & Frazer	""
LUWI01	Luwiika$Harder$Bingham$Zimba	Luwiika B., Harder D., Bingham M.G. & Zimba N.B.	""
VVELR	Van Velzen	Van Velzen R.	""
NAITH	Naithani	Naithani H.B.	""
H026	Hecker	Hecker E.	""
CHIPL	Chipunga	Chipunga L.	""
FORBL	Forbes	Forbes L.M.	""
VCKKRS	Vickers$Karsakoff	Vickers A. & Karsakoff N.	""
H167	Huneck	Huneck S.	""
PANC1	Pancic	Pancic	""
MCDARIMA	McDaniel$Rimachi	McDaniel S. & Rimachi M.	""
SBURA	Sanz Burgos	Sanz Burgos A.	""
T734	Tärnlund	Tärnlund C.A.	""
N020	Nannenga-Bremekamp$Mukerji$Singh	Nannenga-Bremekamp N., Mukerji K. & Singh N.	""
N019	Neubert$Nannenga-Bremekamp	Neubert H. & Nannenga-Bremekamp N.	""
D136	Delrez	Delrez	""
REEVJ	Reeves	Reeves John	""
KMBJW	Kimbrough	Kimbrough J.W.	""
BSSEL	Basse de Ménorval	Basse E.M.	""
R113	Rodrigues	Rodrigues A.F.	""
VALU1	Valude	Valude	""
M095	Macfie	Macfie J.W.S.	""
M105	Mitchell$Nannenga-Bremekamp	Mitchell & Nannenga-Bremekamp N.	""
B143	Bacal	Bacal H.O.	""
CVLRJ	Cuvelier	Cuvelier J.J.	""
JANSW	Janssens	Janssens W.	""
BRSTH	Borsch	Borsch T.	""
LCDTT	Lachenaud$Taedoumg$Tagne Tiam	Lachenaud O., Taedoumg H. & Tagne Tiam G.A.	""
P028	Poolock	Poolock A.	""
S162	Schröter	Schröter J.	""
GERE03	Gereau$Davidson$Christoph$Kindeketa$Kibure$Bodine	Gereau R.E., Davidson C., Christoph S.R., Kindeketa W., Kibure O.A. & Bodine S.A.	""
NORMJ	Norman	Norman J.M.	""
AKKEJ	Akkerman	Akkerman J.	""
M251	Mellaerts	Mellaerts J.F.	""
JONG03	Jongkind$Rapanarivo	Jongkind C.C.H. & Rapanarivo S.	""
MUNG01	Mungai$Mutangah$Rucina	Mungai G.M., Mutangah J.G. & Rucina S.M.	""
LEBJU1	Lebrun	Lebrun J.	""
M078	Monteny	Monteny	""
VAND12	Vandenplas	Vandenplas	""
DUBOR1	Dubois	Dubois R.	""
T027	Turner	Turner A.	""
B028	Bailly	Bailly L.	""
SCHN11	Schnittspahn	Schnittspahn	""
HINCL	Hinckley	Hinckley L.C.	""
WHLSB	Wohlhauser	Wohlhauser S.	""
S186	Stadler$Fournier	Stadler M. & Fournier J.	""
BRBRV	Barbier	Barbier V.	""
VRH	Van Rensburg	Van Rensburg H.J.	""
WANSM	Wanson	Wanson M.J.E.M.	""
ENDPH	Endress	Endress P.A.C.	https://www.ipni.org/ipni/idAuthorSearch.do?id=2536-1
BCKTRM	Beeckman$Toirambe	Beeckman H. & Toirambe B.	""
SKLAJ	Skolko	Skolko A.J.	http://www.ipni.org/ipni/idAuthorSearch.do?id=26871-1
MARTI	Martindale	Martindale I.C.	""
LEBEE	Lebel	Lebel E.	""
LYBF	Loscos y Bernál	Loscos y Bernál Francisco	""
WENZC	Wenzel	Wenzel C.A.	""
MATTG	Matthews	Matthews G.A.	""
BIDA03	Bidault$Diabate$Mas	Bidault E., Diabate M. & Mas C.	""
MARSR	Marsboom	Marsboom R.	""
LINNJ	Linnell	Linnell John	""
BRWBR	Bratt$Weber	Bratt C.C. & Weber W.A.	""
CVLLH	Cavalcanti	Cavalcanti L.H.	""
J598	Jacobs	Jacobs M.	""
GIFF1	Gifford	Gifford	""
MOKEP	Mokeeva$Popov	Mokeeva & Popov	""
RUSBH	Rusby	Rusby H.H.	http://viaf.org/viaf/11385778
L136	Lantieri$Merdardi	Lantieri & Merdardi	""
HEUSJ	Heusghem	Heusghem J.	""
DUPOD	Dupont	Dupont Daniel	""
DKON01	De Koning$Groenendijk$Dungo	De Koning J., Groenendijk E.M.C. & Dungo J.	""
SNPM	Esono$Parmentier	Esono & Parmentier	""
H198	Hale	Hale M.E.	https://www.ipni.org/ipni/idAuthorSearch.do?id=19862-1
EXST	Exsteens	Exsteens	""
MPGHRP	Paun$Popescu	Paun M. & Popescu G.	""
JACKE	Jackson	Jackson E.N.S.	""
LUCAL	Lucand	Lucand L.	""
LOID05	Loidi$Campos$Berastegi$Darquistade	Loidi J., Campos J., Berastegi A. & Darquistade A.	""
M039	Monde	Monde	""
M040	Massart	Massart F.	""
H133	Hartmann$Steiner	Hartmann T. & Steiner M.	""
ROMA	Rom	Rom A.T.L.	""
TOLKHARD	Tölken$Hardy	Tölken H.R. & Hardy D.S.	""
VDGHO	Vanderghote	Vanderghote	""
DICKJ	Dickson	Dickson J.G.	""
GOYDPATO	Goyder$Paton	Goyder D.J. & Paton A.J.	""
PFHC	Pócs$Faden$Harris$Csontos	Pócs T., Faden R.B., Harris B.J. & Csontos P.	""
RAINF	Raine	Raine F.	""
A062	Ambrozy$Geszti	Ambrozy B.I. & L. Geszti	""
M088	MacDonald	MacDonald J.	""
R681	Rosenvinge	Rosenvinge L.	""
WILLS	Williams	Williams S.L.	""
GERE06	Gereau$Koufani$Jato$Sarabe	Gereau R.E., Koufani A., Jato E. & Sarabe E.	""
GRWO	Greenwood	Greenwood E.	""
SUKSW	Suksdorf	Suksdorf Wilhelm Nikolaus	http://viaf.org/viaf/18828909
BOLLENG	Bollen	Bollen G.J.	""
SOFET	Sofeikova	Sofeikova T.	""
MARGJ	Margot	Margot J.	""
MLLHL	Müller	Müller H.	""
POUCJ	Poucet	Poucet J.	""
PECHM	Pechuel-Loesche	Pechuel-Loesche M.E.	http://www.wikidata.org/entity/Q111780
H915	Higuchi$Takeshita	Higuchi M. & Takeshita S.	""
DMTNC	Dumetz	Dumetz N.	""
A200	Aldobrandi$Baldini	Aldobrandi G. & Baldini R.M.	""
CHAR02	Charpin$Geissler	Charpin A. & Geissler P.	""
D077	De Milde	De Milde	""
B083	Bequet	Bequet A.B	""
TEODE	Teodorescu	Teodorescu E.	""
MENAL	Menand	Menand Louis	""
W200	Wolf	Wolf F.O.	http://viaf.org/viaf/89542061
PRTNM	Pritchard	Pritchard Noel Marshal	""
MERLOT	Merlot	Merlot N.	""
BREIA	Breindl	Breindl Alfred	""
MEND1	Mendonça	Mendonça	""
TVO	Tellez	Tellez O.V.	""
MELV1	Melville	Melville	""
BREHJ	Brehm	Brehm J.	""
SYOE1	Syoen	Syoen M.	""
VWW	Van Wyk	Van Wyk W.C.E.	""
ROUJP	Rourke	Rourke J.P.	""
JOHAJ	Johansson	Johansson Johannes	""
IKBDV	Ikabanga	Ikabanga D.	""
HARTALE	Harris$Tadros$Leonardt	Harris B.J., Tadros T.M. & Leonardt	""
L118	Levy	Levy	""
G076	Grintescu	Grintescu I.	https://www.ipni.org/ipni/idAuthorSearch.do?id=3394-1
PYRC	Payri	Payri C.E.	""
WAGF	Wagner	Wagner Franz	""
DBRS	De Bers	De Bers	""
MARGSOCI	Margittai$Socil	Margittai A. & Socil	""
KOLEN	Kolesnikoff	Kolesnikoff N.	""
WIDGJ	Widgren	Widgren J.F.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/183cfd29-819f-4ee5-8141-92aa3a57bcca
LEEDG	Leedal	Leedal G.P.	""
SEYMF	Seymour	Seymour F.	""
HLLRG	Hollrung	Hollrung U.	""
SIEBFR	Sieber	Sieber F.W.	""
MSBJD	Meeuse	Meeuse B.	""
WICLRE	Widrlechner$Clark$Reitsma	Widrlechner M.P., Clark L.D. & Reitsma K.R.	""
VIN	Vin	Vin	""
GROE02	Groenendijk$De Koning$Maite$Dungo	Groenendijk E.M.C., De Koning J., Maite A. & Dungo J.	""
SACH1	Sachar	Sachar	""
S994	Sommerfelt	Sommerfelt S.C.	http://viaf.org/viaf/32377089
FONT11	Font i Quer	Font i Quer P.	""
B004	Bommer$Rousseau	Bommer E. & Rousseau M.	""
VJE	Van Jaarsveld	Van Jaarsveld E.	""
ANDRISN	Andrianarivelo	Andrianarivelo S.N.	""
HUMBHCOURG	Humbert$Cours	Humbert H. & Cours G.	""
BRAAL	Braakenburg van Backum	Braakenburg van Backum L.J.A.	""
GPJPRM	Greenway$Polhill	Greenway P.J. & Polhill R.M.	""
FLORJ1	Florence	Florence J.	""
BB1	Beautemps-Beaupré	Beautemps-Beaupré C.	""
BLTTE	Beltran-Tejera	Beltran-Tejera E.	""
GAND1	Gandor	Gandor	""
KUNKI	Kunkel	Kunkel I.	""
ARISM	Aristobile	Aristobile M.	""
VBLFN	Van Belle	Van Belle N.	""
DCONM	De Coninck	De Coninck M.	""
R092	Roche	Roche F.	""
R102	Rapaics	Rapaics R.	http://viaf.org/viaf/86125194
THOM11	Thomas	Thomas F.	""
DAFNA	Dafni	Dafni A.	""
MICHC	Michaud	Michaud C.	""
CHAP04	Chapman$Patel$Tawakali	Chapman J.D., Patel I.H. & Tawakali E.J.	""
BRUN1	Brunard	Brunard	""
DALLC	d'Alleizette	d'Alleizette Ch.	https://www.ipni.org/ipni/idAuthorSearch.do?id=143-1
HENCL	Henchoz	Henchoz Louis	""
M046	Macbride	Macbride T.H.	""
DALEG	Dalemont	Dalemont G.J.	""
HEMMC	Hemming	Hemming C.F.	""
VERDBROW	Verdcourt$Brown	Verdcourt B. & Brown	""
JANS01	Jansen$Van Meer	Jansen J.W.A. & Van Meer P.P.C.	""
HENLEO	Hendrickx$Léonard	Hendrickx F.L. & Léonard J. J.G.	""
AGUI02	Aguilella$Mateu$Boisset	Aguilella A., Mateu I. & Boisset F.	""
HALAE	de Halacsy	Halacsy E.	""
BOTS01	Botschkin$Klinkova	Botschkin V. & Klinkova G.	""
HAMIH	Hamilton	Hamilton H.G.	""
O006	Olive	Olive E.W.	https://www.ipni.org/ipni/idAuthorSearch.do?id=24320-1
SCHCF	Schrader	Schrader C.F.	""
KRNMK	Korna?$Medwecka-Korna?	Korna? J. & Medwecka-Korna? A.	""
DEVRR	Devred	Devred R.	https://viaf.org/viaf/43878548/
HARLR	Harley	Harley R.M.	https://viaf.org/viaf/9927149068559165730007/
PANS	Pansa	Pansa R.	""
UECH1	Uechtritz	Uechtritz	""
RADRO	Rabenantoandro	Rabenantoandro J.	http://www.ipni.org/ipni/idAuthorSearch.do?id=40356-1
ORZESN001	Orzeszko	Orzeszko N.	""
RMAR01	Rivas-Martínez$Cantó$Sánchez-Mata	Rivas-Martínez S., Cantó P. & Sánchez-Mata D.	""
H137	Hottiaux	Hottiaux R.	""
B017	Barbey-Boissier	Barbey-Boissier	https://www.ipni.org/ipni/idAuthorSearch.do?id=14323-1
JONEW	Jones	Jones E.W.	https://viaf.org/viaf/230364868/
C150	Crum	Crum H.A.	""
DEMOLB	De Moll	De Moll L.B.	""
PODEG	Podenzana	Podenzana G.	""
SOUTR	Southcott	Southcott R.V.	""
GURT1	Gurtman	Gurtman	""
BREDH	Brédo	Brédo H.	https://viaf.org/viaf/21210035/
MWMG	Mwangoka$Mgovano$Mhema	Mwangoka M.A., Mgovano A. & Mhema G.	""
SCHLL	Schlim	Schlim L.J.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/40bf7779-bdb6-4659-a832-3ae2d3bb7e76
HIRIP	Hiriart	Hiriart Patricia	""
SCHMC	Schmitt	Schmitt Ch.	""
SCHUG	Schulze	Schulze G.A.	""
SMIR01	Smirnova$Schatko	Smirnova T. & Schatko V.	""
ABELN	Abel	Abel N.O.G.	""
SCHO1	Schoolmeesters	Schoolmeesters	""
CUDJF	Cudjoe	Cudjoe F.S.	""
J924	Jensen	Jensen Th.	""
FLORMAAS	Florschütz$Maas	Florschütz P.A. & Maas P.J.M.	""
BOOMB	Boom	Boom B.M.	""
BORZNYAR	Borza$Nyárady	Borza A. & Nyárady E.I.	""
K024	Karstens	Karstens	""
WRGMLV	Wrigley$Melville	Wrigley T.C. & Melville F.A.	""
FEIKA	Feika	Feika A.M.B.	""
BLANC	Blanche	Blanche C.I.	https://www.ipni.org/ipni/idAuthorSearch.do?id=13883-1
DESP1	Despréaux	Despréaux J.M.	https://viaf.org/viaf/283586472/
GENTA	Gentry	Gentry A.H.	https://viaf.org/viaf/110599272/
KLAE1	Klaenz(e)	Klaenz(e)	""
MART13	Martrins	Martrins	""
ROSTM	Rostock	Rostock M.	""
